disrict,client_id,client_catg,region,creation_date,label
63,train_Client_103902,11,306,14/01/2009,0
69,train_Client_103903,11,104,04/11/1992,0
62,train_Client_103904,11,304,13/10/1980,0
60,train_Client_103905,11,101,30/08/2006,0
62,train_Client_103906,11,304,26/02/2003,0
60,train_Client_103907,11,101,04/02/2008,0
69,train_Client_103908,11,107,16/03/2013,0
62,train_Client_103909,11,301,12/06/1982,0
63,train_Client_10391,11,313,26/05/2011,0
69,train_Client_103910,11,107,29/09/1999,0
62,train_Client_103911,11,301,28/12/2016,0
62,train_Client_103912,11,310,11/05/2011,0
62,train_Client_103913,11,303,30/11/2007,0
60,train_Client_103914,11,101,04/03/1982,0
62,train_Client_103915,11,304,16/10/1997,0
62,train_Client_103916,11,309,12/11/2007,0
69,train_Client_103917,11,107,25/01/2016,0
62,train_Client_103918,11,301,31/05/2016,0
62,train_Client_103919,11,301,12/11/1979,0
60,train_Client_10392,11,101,11/04/1989,0
60,train_Client_103920,11,101,13/09/2006,0
62,train_Client_103921,12,310,11/03/2010,0
62,train_Client_103922,11,303,11/03/2002,0
69,train_Client_103923,11,103,06/12/2010,0
63,train_Client_103924,11,311,08/12/1997,0
63,train_Client_103925,11,311,07/04/1995,0
63,train_Client_103926,11,311,25/02/2003,0
62,train_Client_103927,11,307,16/11/1993,0
62,train_Client_103928,12,305,25/02/2005,0
69,train_Client_103929,11,104,13/12/2012,0
62,train_Client_10393,11,301,15/12/2000,0
63,train_Client_103930,11,306,02/10/2006,0
63,train_Client_103931,11,311,19/08/2003,0
60,train_Client_103932,11,101,09/10/2014,0
60,train_Client_103933,11,101,20/12/2001,0
69,train_Client_103934,11,107,23/05/2012,0
60,train_Client_103935,11,101,19/11/1990,0
69,train_Client_103936,11,104,08/04/2009,1
63,train_Client_103937,11,306,07/10/1988,0
69,train_Client_103938,11,107,08/01/2019,0
63,train_Client_103939,11,311,19/08/2003,0
63,train_Client_10394,11,311,13/06/1994,0
63,train_Client_103940,11,313,14/03/2013,0
60,train_Client_103941,11,101,15/12/1983,1
69,train_Client_103942,11,107,09/09/2008,0
60,train_Client_103943,11,101,16/03/2010,0
60,train_Client_103944,11,101,25/01/2010,0
60,train_Client_103945,11,101,11/03/2009,0
60,train_Client_103946,11,101,22/04/2005,0
60,train_Client_103947,11,101,27/12/1996,0
62,train_Client_103948,11,307,15/03/1978,0
62,train_Client_103949,11,304,25/11/1991,0
60,train_Client_10395,11,101,21/09/1984,0
69,train_Client_103950,11,104,19/04/2007,0
60,train_Client_103951,11,101,08/03/2002,0
60,train_Client_103952,11,101,30/09/2003,0
62,train_Client_103953,11,307,23/05/1995,0
62,train_Client_103954,11,310,29/12/2014,0
69,train_Client_103955,11,103,13/03/2008,0
69,train_Client_103956,11,105,02/04/2013,0
60,train_Client_103957,11,101,01/01/1998,0
63,train_Client_103958,11,306,27/11/1996,0
69,train_Client_103959,11,107,17/05/2012,0
69,train_Client_10396,11,104,13/12/1984,0
63,train_Client_103960,51,311,26/01/2011,0
63,train_Client_103961,11,311,27/01/2009,0
62,train_Client_103962,11,301,27/02/1984,0
62,train_Client_103963,11,303,02/07/2012,0
69,train_Client_103964,11,104,17/03/2003,0
60,train_Client_103965,11,101,23/07/1987,0
69,train_Client_103966,11,107,26/07/2007,0
63,train_Client_103967,11,311,13/05/2010,0
69,train_Client_103968,11,103,13/04/1983,0
62,train_Client_103969,11,301,25/09/2010,0
69,train_Client_10397,11,104,04/01/2011,0
60,train_Client_103970,11,101,17/05/2007,0
62,train_Client_103971,11,307,16/05/1994,1
62,train_Client_103972,11,301,29/02/2016,0
60,train_Client_103973,11,101,08/11/2004,0
63,train_Client_103974,11,313,09/11/2007,0
60,train_Client_103975,11,101,28/12/2015,0
60,train_Client_103976,11,101,30/03/2012,0
60,train_Client_103977,11,101,15/10/2008,1
62,train_Client_103978,11,303,05/10/2004,0
62,train_Client_103979,11,305,29/05/2012,0
63,train_Client_10398,11,311,13/03/1996,0
69,train_Client_103980,11,107,04/12/1989,0
62,train_Client_103981,11,302,09/11/1984,0
62,train_Client_103982,11,301,31/03/2003,0
63,train_Client_103983,11,312,27/08/2008,0
62,train_Client_103984,12,310,23/10/2000,0
69,train_Client_103985,11,104,18/04/1984,0
62,train_Client_103986,11,304,25/09/2002,0
60,train_Client_103987,11,101,24/01/1984,0
69,train_Client_103988,11,107,31/10/2009,0
60,train_Client_103989,11,101,26/06/1987,0
69,train_Client_10399,11,104,22/09/2017,0
60,train_Client_103990,11,101,15/02/2010,0
63,train_Client_103991,11,311,27/09/2001,0
69,train_Client_103992,11,105,05/05/2011,0
62,train_Client_103993,11,309,14/03/1995,1
62,train_Client_103994,11,304,09/11/1998,0
63,train_Client_103995,11,372,30/08/1989,0
62,train_Client_103996,11,302,18/11/2009,0
63,train_Client_103997,11,306,17/12/2016,0
62,train_Client_103998,11,301,25/09/2017,0
60,train_Client_103999,11,101,20/05/2008,1
62,train_Client_104,11,303,18/11/2011,0
63,train_Client_1040,11,311,24/11/1992,0
62,train_Client_10400,11,302,14/10/2016,0
60,train_Client_104000,11,101,04/07/2015,0
60,train_Client_104001,11,101,14/11/1997,0
63,train_Client_104002,11,311,20/11/1996,0
63,train_Client_104003,11,306,09/06/2010,0
60,train_Client_104004,11,101,03/06/2004,0
60,train_Client_104005,11,101,27/04/2007,0
63,train_Client_104006,11,313,21/08/2015,0
62,train_Client_104007,11,304,04/04/2005,0
69,train_Client_104008,11,107,02/02/2011,1
60,train_Client_104009,11,101,23/11/1998,0
69,train_Client_10401,11,104,08/09/2012,0
62,train_Client_104010,11,307,12/02/2016,0
69,train_Client_104011,11,107,18/12/2008,0
69,train_Client_104012,11,103,30/07/1997,0
60,train_Client_104013,11,101,22/04/2011,0
62,train_Client_104014,11,301,21/04/1997,0
62,train_Client_104015,11,302,06/02/2008,0
62,train_Client_104016,11,310,01/03/2007,1
69,train_Client_104017,11,103,20/11/2015,0
62,train_Client_104018,11,371,20/10/2014,0
69,train_Client_104019,11,103,29/01/2009,0
60,train_Client_10402,11,101,22/01/2018,0
69,train_Client_104020,11,104,25/06/2008,0
69,train_Client_104021,11,103,30/03/2016,0
69,train_Client_104022,11,107,12/08/2009,0
69,train_Client_104023,11,106,15/09/2018,0
69,train_Client_104024,11,107,14/05/2013,0
69,train_Client_104025,11,107,13/07/2011,0
69,train_Client_104026,11,103,08/09/2012,0
60,train_Client_104027,11,101,19/12/2005,0
62,train_Client_104028,11,304,22/06/1978,0
63,train_Client_104029,11,313,31/08/2009,0
60,train_Client_10403,11,101,04/03/1985,0
62,train_Client_104030,11,301,11/11/1985,0
62,train_Client_104031,11,301,18/04/1985,0
69,train_Client_104032,11,103,23/03/2018,0
60,train_Client_104033,11,101,29/12/2016,0
62,train_Client_104034,11,307,21/05/2016,0
62,train_Client_104035,11,301,29/10/1999,0
63,train_Client_104036,11,306,29/12/1986,0
69,train_Client_104037,11,107,08/08/2015,0
63,train_Client_104038,11,306,26/06/1997,0
63,train_Client_104039,11,311,26/10/1993,0
63,train_Client_10404,11,372,31/01/2001,0
69,train_Client_104040,11,104,14/04/2000,0
60,train_Client_104041,11,101,31/12/1994,1
62,train_Client_104042,11,301,29/03/1980,0
69,train_Client_104043,11,104,08/10/2016,0
62,train_Client_104044,11,307,11/11/1980,0
69,train_Client_104045,11,104,03/07/2012,0
62,train_Client_104046,11,305,09/10/2000,0
60,train_Client_104047,51,101,01/03/2013,0
63,train_Client_104048,11,306,21/04/2009,0
69,train_Client_104049,11,107,20/05/2005,0
63,train_Client_10405,11,311,21/12/1986,0
62,train_Client_104050,11,304,28/02/2019,0
62,train_Client_104051,11,304,28/02/2018,0
60,train_Client_104052,11,101,13/03/2007,0
60,train_Client_104053,11,101,31/01/2014,0
63,train_Client_104054,11,306,30/12/1997,0
62,train_Client_104055,11,309,14/04/2010,0
62,train_Client_104056,11,301,30/10/1987,0
63,train_Client_104057,11,311,13/09/1988,0
62,train_Client_104058,11,301,25/03/1985,0
60,train_Client_104059,11,101,07/12/1998,0
69,train_Client_10406,11,104,24/06/1997,1
60,train_Client_104060,11,101,09/03/2013,0
60,train_Client_104061,11,101,23/08/2011,0
62,train_Client_104062,11,304,29/11/1983,0
62,train_Client_104063,11,301,19/05/1993,0
69,train_Client_104064,11,107,02/12/2010,0
62,train_Client_104065,11,304,28/11/2007,0
60,train_Client_104066,11,101,28/04/2010,0
60,train_Client_104067,11,101,22/12/2006,0
60,train_Client_104068,11,101,08/02/1980,0
63,train_Client_104069,11,311,28/10/2003,0
62,train_Client_10407,11,301,29/12/2005,0
62,train_Client_104070,11,301,21/04/1981,0
63,train_Client_104071,11,312,29/12/2000,0
62,train_Client_104072,11,310,29/10/2002,0
69,train_Client_104073,11,104,29/08/1994,0
69,train_Client_104074,11,105,05/01/2011,0
69,train_Client_104075,11,106,17/03/2009,1
60,train_Client_104076,11,101,19/03/1987,0
62,train_Client_104077,11,301,15/02/2002,0
69,train_Client_104078,11,103,08/09/1999,0
62,train_Client_104079,11,301,15/08/2015,0
60,train_Client_10408,11,101,26/02/2018,0
62,train_Client_104080,11,303,31/12/2012,0
63,train_Client_104081,11,306,10/12/2011,0
62,train_Client_104082,11,301,25/05/2011,0
60,train_Client_104083,11,101,14/02/2008,0
69,train_Client_104084,11,107,14/11/1977,0
60,train_Client_104085,11,101,04/07/2007,0
63,train_Client_104086,11,311,02/12/1992,1
62,train_Client_104087,11,304,22/03/1979,0
69,train_Client_104088,11,103,11/04/2014,0
69,train_Client_104089,11,104,13/09/2010,0
60,train_Client_10409,11,101,23/03/2016,0
62,train_Client_104090,11,301,19/10/2009,0
62,train_Client_104091,11,309,26/07/1979,0
63,train_Client_104092,11,313,18/10/1990,0
62,train_Client_104093,11,310,31/12/1999,0
62,train_Client_104094,12,307,27/01/2010,0
62,train_Client_104095,11,302,20/01/2012,0
63,train_Client_104096,11,306,18/10/1990,0
62,train_Client_104097,11,301,25/01/2012,0
69,train_Client_104098,11,104,26/02/2008,0
63,train_Client_104099,11,312,28/10/1999,0
69,train_Client_1041,11,107,11/05/1978,0
62,train_Client_10410,11,303,26/06/1984,0
62,train_Client_104100,11,371,09/11/2011,0
62,train_Client_104101,11,301,29/12/2005,0
60,train_Client_104102,11,101,05/02/2007,0
62,train_Client_104103,11,309,30/12/1997,0
63,train_Client_104104,11,311,15/12/2012,0
63,train_Client_104105,11,308,16/06/2005,0
62,train_Client_104106,11,307,08/12/2014,0
62,train_Client_104107,11,307,24/04/2000,0
62,train_Client_104108,11,301,17/11/2000,0
63,train_Client_104109,11,311,22/10/2012,0
63,train_Client_10411,11,311,04/10/1995,0
63,train_Client_104110,11,311,31/12/1996,0
60,train_Client_104111,11,101,22/02/2007,0
62,train_Client_104112,11,302,16/11/2001,0
63,train_Client_104113,11,311,10/03/2014,0
63,train_Client_104114,11,311,10/08/2000,0
63,train_Client_104115,11,311,25/06/1997,0
69,train_Client_104116,11,104,06/01/2011,0
69,train_Client_104117,11,107,08/07/2003,0
63,train_Client_104118,11,306,14/10/2014,0
63,train_Client_104119,11,312,08/11/2013,0
62,train_Client_10412,11,304,25/12/1987,0
60,train_Client_104120,11,101,03/12/2008,0
69,train_Client_104121,11,107,24/07/2006,0
62,train_Client_104122,11,303,12/12/2007,0
60,train_Client_104123,11,101,29/07/1991,0
60,train_Client_104124,11,101,20/09/2007,0
69,train_Client_104125,11,103,04/09/2001,0
69,train_Client_104126,11,104,01/11/2017,0
63,train_Client_104127,11,311,02/08/2010,0
69,train_Client_104128,12,103,23/10/1989,0
60,train_Client_104129,11,101,20/08/1984,0
62,train_Client_10413,11,303,05/02/2018,0
63,train_Client_104130,11,306,15/12/2006,0
62,train_Client_104131,11,303,26/07/2006,0
62,train_Client_104132,11,301,26/07/1979,0
63,train_Client_104133,11,372,31/05/2004,0
69,train_Client_104134,11,104,17/08/1999,0
63,train_Client_104135,11,311,19/08/1998,0
62,train_Client_104136,11,302,13/10/1980,0
60,train_Client_104137,11,101,07/12/2008,0
62,train_Client_104138,11,309,29/05/2015,0
63,train_Client_104139,11,308,17/02/1977,0
60,train_Client_10414,11,101,13/11/2013,0
63,train_Client_104140,11,313,12/12/2011,0
62,train_Client_104141,11,310,23/04/2013,0
62,train_Client_104142,11,301,17/08/2010,0
69,train_Client_104143,11,104,07/06/2012,0
62,train_Client_104144,12,303,20/11/1997,0
60,train_Client_104145,11,101,27/05/2013,0
60,train_Client_104146,11,101,14/02/2003,0
63,train_Client_104147,11,312,24/04/2017,1
62,train_Client_104148,11,305,01/02/1982,0
60,train_Client_104149,11,101,06/11/1998,0
62,train_Client_10415,11,307,03/04/2013,0
62,train_Client_104150,11,301,29/09/2006,0
69,train_Client_104151,11,107,15/01/2016,0
63,train_Client_104152,11,312,07/03/2018,0
60,train_Client_104153,11,101,18/09/2002,0
60,train_Client_104154,11,101,09/03/1992,0
62,train_Client_104155,11,304,22/08/1979,0
60,train_Client_104156,11,101,04/10/2005,0
63,train_Client_104157,11,306,02/02/2007,0
62,train_Client_104158,11,309,17/08/1992,0
60,train_Client_104159,11,101,16/04/2004,0
69,train_Client_10416,11,103,12/11/1979,0
62,train_Client_104160,11,305,18/01/2018,0
69,train_Client_104161,11,104,27/09/1991,0
60,train_Client_104162,11,101,01/09/1979,0
62,train_Client_104163,11,310,13/03/2001,0
63,train_Client_104164,11,311,31/12/1998,0
62,train_Client_104165,11,301,10/01/1983,0
60,train_Client_104166,11,101,02/08/2013,0
60,train_Client_104167,11,101,11/02/2010,0
63,train_Client_104168,11,312,10/03/2018,0
63,train_Client_104169,11,312,22/12/2016,0
69,train_Client_10417,11,104,05/12/2013,0
69,train_Client_104170,11,104,22/04/2009,0
60,train_Client_104171,11,101,22/04/2005,0
60,train_Client_104172,11,101,31/12/2014,0
69,train_Client_104173,11,103,07/11/1984,0
69,train_Client_104174,11,105,26/08/1996,0
69,train_Client_104175,11,104,04/04/2015,0
63,train_Client_104176,11,312,11/03/2011,0
62,train_Client_104177,11,309,10/12/1985,0
62,train_Client_104178,11,371,24/05/1999,0
69,train_Client_104179,11,103,15/09/2017,0
62,train_Client_10418,11,301,14/01/2008,0
60,train_Client_104180,11,101,13/12/2012,0
69,train_Client_104181,11,107,14/06/2013,1
69,train_Client_104182,11,104,26/07/2013,0
62,train_Client_104183,11,307,25/03/1985,0
62,train_Client_104184,11,304,25/10/2018,0
60,train_Client_104185,11,101,21/04/2000,0
60,train_Client_104186,11,101,23/07/2013,0
60,train_Client_104187,11,101,14/03/1989,0
69,train_Client_104188,11,104,12/04/2004,0
62,train_Client_104189,11,309,20/09/2004,0
60,train_Client_10419,11,101,29/01/1980,0
62,train_Client_104190,11,301,30/04/2009,0
60,train_Client_104191,11,101,30/08/2006,0
60,train_Client_104192,11,101,10/05/2011,0
62,train_Client_104193,12,310,04/05/1981,0
69,train_Client_104194,11,103,07/06/2016,0
62,train_Client_104195,11,310,30/09/1999,0
69,train_Client_104196,11,103,08/09/1998,0
62,train_Client_104197,11,309,18/10/2006,0
62,train_Client_104198,11,309,20/09/2011,0
62,train_Client_104199,11,304,30/04/1981,0
69,train_Client_1042,11,104,30/11/2000,0
63,train_Client_10420,11,101,28/05/2002,0
60,train_Client_104200,11,101,11/07/2008,0
62,train_Client_104201,11,371,26/12/1978,1
60,train_Client_104202,11,101,22/12/2003,0
69,train_Client_104203,11,104,04/02/2008,0
60,train_Client_104204,11,101,19/07/1996,0
60,train_Client_104205,11,101,20/11/2013,0
62,train_Client_104206,11,303,24/04/2000,0
62,train_Client_104207,11,309,31/07/1985,0
69,train_Client_104208,11,107,31/01/2002,1
69,train_Client_104209,11,103,14/05/1996,0
69,train_Client_10421,11,103,06/02/2014,0
63,train_Client_104210,11,312,11/06/1984,1
69,train_Client_104211,51,103,21/02/2019,0
60,train_Client_104212,11,101,13/09/2007,0
60,train_Client_104213,11,101,24/06/2008,0
60,train_Client_104214,11,101,29/09/1977,0
62,train_Client_104215,11,301,25/01/1983,1
62,train_Client_104216,11,302,04/09/2007,0
62,train_Client_104217,11,310,26/12/2016,0
69,train_Client_104218,11,103,12/05/2008,0
63,train_Client_104219,11,311,25/12/2000,0
60,train_Client_10422,11,101,05/02/1977,0
60,train_Client_104220,11,101,20/09/1994,1
62,train_Client_104221,11,303,31/12/1991,0
60,train_Client_104222,11,101,03/06/2010,0
60,train_Client_104223,11,101,15/03/2010,0
60,train_Client_104224,11,101,12/02/2018,0
62,train_Client_104225,11,303,14/06/2002,0
62,train_Client_104226,11,307,19/11/2018,0
69,train_Client_104227,11,107,20/05/2005,0
69,train_Client_104228,11,103,13/02/2018,0
63,train_Client_104229,11,311,17/12/2016,0
60,train_Client_10423,11,101,03/07/2007,0
60,train_Client_104230,11,101,16/12/1978,0
62,train_Client_104231,11,303,17/03/1981,0
60,train_Client_104232,11,101,29/06/1988,0
63,train_Client_104233,11,372,14/03/2011,1
69,train_Client_104234,11,103,30/04/2010,0
62,train_Client_104235,11,301,18/06/2007,0
62,train_Client_104236,11,309,16/04/2019,0
62,train_Client_104237,11,307,13/03/2014,0
62,train_Client_104238,11,309,06/05/1983,0
63,train_Client_104239,11,311,30/04/2004,0
69,train_Client_10424,11,104,29/06/2018,0
62,train_Client_104240,11,302,28/07/1989,0
63,train_Client_104241,11,312,20/04/1992,0
62,train_Client_104242,11,305,12/01/2016,0
69,train_Client_104243,11,107,17/09/1980,0
62,train_Client_104244,11,301,24/04/2007,0
69,train_Client_104245,11,103,10/10/2018,0
60,train_Client_104246,11,101,23/11/2005,0
69,train_Client_104247,11,104,23/05/1995,0
60,train_Client_104248,11,101,08/09/2016,0
62,train_Client_104249,11,303,24/05/2017,0
62,train_Client_10425,11,301,17/03/2008,0
63,train_Client_104250,11,312,12/12/1991,0
60,train_Client_104251,11,101,02/11/2015,0
60,train_Client_104252,11,101,15/01/1987,0
69,train_Client_104253,11,104,22/10/2011,0
62,train_Client_104254,12,303,24/05/1980,0
69,train_Client_104255,11,103,15/12/1999,0
62,train_Client_104256,11,309,12/11/1992,0
62,train_Client_104257,11,305,08/06/1994,0
60,train_Client_104258,11,101,22/12/1993,0
69,train_Client_104259,11,103,15/12/2007,0
63,train_Client_10426,11,311,20/05/2016,0
69,train_Client_104260,11,107,27/05/1993,0
62,train_Client_104261,11,310,30/12/2004,0
60,train_Client_104262,11,101,30/01/2003,0
62,train_Client_104263,11,307,02/07/2007,0
62,train_Client_104264,11,371,22/03/2010,1
62,train_Client_104265,51,301,23/12/1981,0
63,train_Client_104266,11,312,16/12/1986,0
60,train_Client_104267,11,101,05/09/2019,0
62,train_Client_104268,11,309,31/12/1983,0
63,train_Client_104269,11,311,26/12/2005,0
60,train_Client_10427,11,101,30/09/2003,0
62,train_Client_104270,11,303,16/11/2011,0
69,train_Client_104271,11,107,30/09/1998,0
60,train_Client_104272,11,101,21/12/1977,0
60,train_Client_104273,11,101,11/03/1983,0
62,train_Client_104274,11,310,20/05/2014,0
63,train_Client_104275,11,311,25/09/1996,0
62,train_Client_104276,11,309,19/05/2011,0
60,train_Client_104277,11,101,16/09/1994,0
62,train_Client_104278,11,303,18/02/2002,0
62,train_Client_104279,11,301,09/08/2007,0
63,train_Client_10428,11,306,01/02/2010,0
69,train_Client_104280,11,107,11/03/2014,0
69,train_Client_104281,11,107,24/01/2014,0
63,train_Client_104282,11,311,04/10/1995,0
69,train_Client_104283,11,104,15/08/1984,0
62,train_Client_104284,11,303,06/02/1980,0
63,train_Client_104285,11,311,23/05/1989,0
60,train_Client_104286,11,101,07/11/1983,0
60,train_Client_104287,11,101,31/12/2011,0
69,train_Client_104288,11,103,07/12/2007,1
62,train_Client_104289,11,303,25/12/1979,0
63,train_Client_10429,11,311,18/10/2014,0
60,train_Client_104290,11,101,29/08/2006,0
69,train_Client_104291,11,104,31/08/1990,0
60,train_Client_104292,11,101,13/11/2009,0
63,train_Client_104293,11,308,19/04/2014,0
62,train_Client_104294,11,305,29/11/2005,0
63,train_Client_104295,11,306,05/08/1986,1
69,train_Client_104296,11,104,04/11/2014,0
60,train_Client_104297,11,101,13/05/2008,0
62,train_Client_104298,11,310,03/10/2012,0
62,train_Client_104299,11,304,19/04/2012,0
60,train_Client_1043,51,101,19/06/2017,0
69,train_Client_10430,11,103,06/07/2007,0
63,train_Client_104300,11,311,29/12/2000,0
63,train_Client_104301,11,306,14/05/2019,0
63,train_Client_104302,11,311,27/09/1990,1
69,train_Client_104303,11,103,09/11/2013,0
62,train_Client_104304,11,301,24/05/1980,0
62,train_Client_104305,11,301,13/11/2007,0
69,train_Client_104306,11,107,22/05/2012,0
69,train_Client_104307,11,104,23/12/2014,0
63,train_Client_104308,11,313,29/02/2000,0
62,train_Client_104309,11,301,19/09/2005,0
62,train_Client_10431,11,307,28/04/1987,0
60,train_Client_104310,11,101,22/03/1979,0
69,train_Client_104311,11,107,11/07/2011,0
60,train_Client_104312,11,101,05/03/2018,0
62,train_Client_104313,11,309,20/08/2011,0
69,train_Client_104314,11,103,09/08/2014,0
60,train_Client_104315,11,101,25/08/1981,0
63,train_Client_104316,11,306,27/02/2017,0
63,train_Client_104317,11,306,28/10/2003,0
62,train_Client_104318,11,371,05/12/2011,0
60,train_Client_104319,11,101,16/11/2016,0
60,train_Client_10432,11,101,29/05/1996,0
69,train_Client_104320,11,104,19/11/1999,0
62,train_Client_104321,11,304,21/12/1998,0
69,train_Client_104322,11,105,31/07/2015,0
63,train_Client_104323,11,312,19/12/1983,0
63,train_Client_104324,11,313,01/01/1997,0
69,train_Client_104325,11,104,17/04/2015,0
69,train_Client_104326,11,104,17/06/2013,0
63,train_Client_104327,11,306,20/11/2006,0
63,train_Client_104328,11,101,07/03/2011,0
62,train_Client_104329,11,310,28/04/2003,0
69,train_Client_10433,11,103,30/03/2016,0
63,train_Client_104330,11,306,30/01/2010,0
60,train_Client_104331,11,101,16/04/1977,0
69,train_Client_104332,11,104,28/02/2006,0
62,train_Client_104333,11,303,11/12/2017,0
69,train_Client_104334,11,107,05/02/1999,0
69,train_Client_104335,11,103,21/01/2008,0
69,train_Client_104336,11,106,26/04/1996,0
62,train_Client_104337,11,301,30/07/2008,0
62,train_Client_104338,11,309,01/08/2016,0
69,train_Client_104339,11,103,23/09/2010,1
60,train_Client_10434,11,101,27/03/2002,0
63,train_Client_104340,11,306,04/01/2016,0
63,train_Client_104341,11,379,07/05/2002,1
69,train_Client_104342,11,107,08/09/2011,0
69,train_Client_104343,11,104,13/06/2007,0
60,train_Client_104344,11,101,30/12/2016,0
63,train_Client_104345,11,312,07/05/2013,0
62,train_Client_104346,11,304,09/03/1978,0
62,train_Client_104347,11,302,06/09/2004,0
69,train_Client_104348,11,104,04/03/1983,0
62,train_Client_104349,11,371,21/11/1990,0
63,train_Client_10435,11,311,03/12/1996,0
63,train_Client_104350,11,311,12/12/2011,0
69,train_Client_104351,11,103,16/12/2010,0
60,train_Client_104352,11,101,15/12/2000,0
60,train_Client_104353,11,101,29/07/1991,0
63,train_Client_104354,11,311,23/10/2012,0
60,train_Client_104355,11,101,30/05/1984,0
69,train_Client_104356,11,104,06/08/1998,0
62,train_Client_104357,11,305,29/11/2010,0
69,train_Client_104358,11,107,18/10/2016,0
60,train_Client_104359,11,101,03/06/2005,0
62,train_Client_10436,11,309,25/09/2002,0
69,train_Client_104360,11,104,07/07/1999,0
63,train_Client_104361,51,311,06/11/2014,0
62,train_Client_104362,11,304,13/10/1980,0
62,train_Client_104363,11,371,24/12/2009,0
60,train_Client_104364,11,101,06/03/1998,0
63,train_Client_104365,11,306,16/06/1995,0
69,train_Client_104366,11,104,14/07/2017,0
69,train_Client_104367,11,104,15/08/1984,0
62,train_Client_104368,11,304,07/09/2001,0
60,train_Client_104369,11,101,03/05/2013,1
62,train_Client_10437,11,301,14/02/2011,0
63,train_Client_104370,11,311,30/06/1999,0
69,train_Client_104371,11,104,01/09/2000,0
62,train_Client_104372,11,305,27/10/1989,0
69,train_Client_104373,11,107,27/11/2010,1
62,train_Client_104374,11,301,30/06/2000,0
69,train_Client_104375,11,104,16/08/1988,1
62,train_Client_104376,11,303,03/10/1991,0
60,train_Client_104377,11,101,27/05/1994,0
63,train_Client_104378,11,311,19/12/2002,0
60,train_Client_104379,11,101,01/09/1982,0
63,train_Client_10438,11,312,12/09/1994,0
69,train_Client_104380,11,103,28/01/2014,0
63,train_Client_104381,11,312,29/12/2000,0
69,train_Client_104382,11,107,03/10/1983,0
63,train_Client_104383,11,311,30/04/1992,0
63,train_Client_104384,11,312,30/11/1994,0
63,train_Client_104385,11,372,12/09/1994,0
62,train_Client_104386,11,309,05/09/1988,0
60,train_Client_104387,11,101,19/04/1994,0
62,train_Client_104388,11,301,13/04/2001,0
69,train_Client_104389,11,103,16/09/2003,0
60,train_Client_10439,11,101,21/08/2007,0
63,train_Client_104390,11,372,22/08/2001,0
62,train_Client_104391,11,303,21/02/2019,0
63,train_Client_104392,11,311,22/12/1989,0
62,train_Client_104393,11,309,18/11/2011,0
62,train_Client_104394,11,302,30/03/2006,0
63,train_Client_104395,11,311,27/11/1992,0
69,train_Client_104396,11,103,12/07/2005,0
60,train_Client_104397,11,101,22/11/2004,0
62,train_Client_104398,11,303,14/10/1981,0
63,train_Client_104399,11,306,06/09/2018,0
63,train_Client_1044,11,311,28/01/2010,0
60,train_Client_10440,11,101,03/02/2012,1
62,train_Client_104400,11,310,06/06/2018,0
63,train_Client_104401,11,311,17/06/2010,0
69,train_Client_104402,11,107,21/11/2005,0
60,train_Client_104403,11,101,02/05/1983,0
63,train_Client_104404,11,311,03/04/2012,0
62,train_Client_104405,11,304,02/10/2018,0
69,train_Client_104406,11,104,16/02/1996,0
62,train_Client_104407,11,307,17/12/2007,0
60,train_Client_104408,11,101,06/06/2012,0
63,train_Client_104409,11,311,27/08/1996,0
62,train_Client_10441,11,302,10/02/1986,0
69,train_Client_104410,11,104,07/12/1990,0
63,train_Client_104411,11,311,26/12/1995,0
60,train_Client_104412,11,101,26/02/1988,0
63,train_Client_104413,11,306,18/05/2009,0
62,train_Client_104414,11,310,13/01/2015,0
69,train_Client_104415,11,104,04/05/1988,1
60,train_Client_104416,11,101,16/10/1997,0
60,train_Client_104417,11,101,17/03/1979,0
62,train_Client_104418,11,309,25/12/2007,0
63,train_Client_104419,11,311,02/05/2000,0
69,train_Client_10442,51,103,03/01/2012,0
63,train_Client_104420,11,311,10/01/2013,0
62,train_Client_104421,11,304,06/10/1989,0
69,train_Client_104422,11,107,06/11/2017,0
69,train_Client_104423,11,104,16/12/1991,0
62,train_Client_104424,11,310,24/11/1997,0
62,train_Client_104425,11,301,16/05/1989,0
63,train_Client_104426,11,306,14/06/2001,0
63,train_Client_104427,11,311,24/04/2018,0
62,train_Client_104428,11,301,01/10/1982,0
69,train_Client_104429,11,105,03/10/1979,0
63,train_Client_10443,11,312,28/12/2011,0
69,train_Client_104430,11,103,13/07/2008,0
60,train_Client_104431,11,101,03/06/2005,0
60,train_Client_104432,11,101,29/01/2007,0
62,train_Client_104433,11,303,27/03/1985,0
63,train_Client_104434,11,313,11/11/2009,0
69,train_Client_104435,11,103,20/02/2007,0
60,train_Client_104436,11,101,11/10/1995,0
63,train_Client_104437,11,311,20/09/2012,0
63,train_Client_104438,11,311,10/09/2013,1
60,train_Client_104439,11,101,20/04/2007,0
69,train_Client_10444,11,104,22/11/2013,0
69,train_Client_104440,11,103,09/05/2014,0
63,train_Client_104441,11,313,31/10/2016,0
62,train_Client_104442,11,307,31/12/1996,0
60,train_Client_104443,11,101,15/08/2018,0
63,train_Client_104444,11,311,18/01/1993,0
60,train_Client_104445,11,101,16/11/2009,1
60,train_Client_104446,11,101,27/04/2001,0
69,train_Client_104447,11,107,23/10/1985,0
69,train_Client_104448,11,103,18/11/2009,0
